Data/Hora,RMS,Peak,Clipping,Clipping_pct,SNR,Diagnóstico,Participantes
2026-05-25 08:59:54,0.0243,0.1884,0,0.0000,38.70,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 08:59:56,0.0134,0.1123,0,0.0000,37.42,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 08:59:59,0.0306,0.1885,0,0.0000,37.76,Baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:01,0.0235,0.1897,0,0.0000,23.31,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:03,0.0208,0.1821,0,0.0000,24.74,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:06,0.0237,0.1873,0,0.0000,27.74,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:08,0.0268,0.1875,0,0.0000,43.36,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:11,0.0202,0.1878,0,0.0000,19.95,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:13,0.0217,0.1855,0,0.0000,36.01,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:15,0.0218,0.1867,0,0.0000,28.53,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:18,0.0133,0.1508,0,0.0000,45.00,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:20,0.0266,0.1849,0,0.0000,23.95,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:22,0.0102,0.1065,0,0.0000,42.73,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:25,0.0196,0.1861,0,0.0000,33.03,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:27,0.0203,0.1975,0,0.0000,26.79,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:29,0.0175,0.1489,0,0.0000,26.77,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:32,0.0186,0.1568,0,0.0000,34.92,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:34,0.0187,0.1870,0,0.0000,28.71,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:36,0.0117,0.1207,0,0.0000,26.07,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:39,0.0251,0.1868,0,0.0000,29.97,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:41,0.0314,0.1865,0,0.0000,22.34,Baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:44,0.0001,0.0005,0,0.0000,-2.53,Muito baixo (Silêncio),Also invited 1; Sala Up
2026-05-25 09:00:46,0.0241,0.1748,0,0.0000,28.68,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:48,0.0317,0.1872,0,0.0000,42.31,Baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:51,0.0213,0.1842,0,0.0000,45.20,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:53,0.0004,0.0066,0,0.0000,-2.44,Muito baixo (Silêncio),Also invited 1; Sala Up
2026-05-25 09:00:56,0.0131,0.1320,0,0.0000,32.95,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:00:58,0.0176,0.1280,0,0.0000,32.90,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:01:00,0.0087,0.0929,0,0.0000,40.12,Muito baixo (Silêncio),Also invited 1; Sala Up
2026-05-25 09:01:03,0.0121,0.1725,0,0.0000,26.85,Muito baixo (Ruído baixo/OK),Also invited 1; Sala Up
2026-05-25 09:01:05,0.0350,0.1875,0,0.0000,39.87,Baixo (Ruído baixo/OK),Also invited 1; Sala Up
